uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotID,collectDate,processedDate,laboratoryName,sampleID,sampleCode,biomassID,internalLabID,batchID,testProtocolVersion,freshMass,freezeDryMass,c8To0Concentration,c10To0Concentration,c11To0Concentration,lipid2OH10To0Concentration,c12To0Concentration,c13To0Concentration,lipid2OH12To0Concentration,lipid3OH12To0Concentration,c14To1Concentration,c14To0Concentration,i14To0Concentration,i15To0Concentration,aC15To0Concentration,c15To0Concentration,c15To1Concentration,lipid2OH14To0Concentration,lipid3OH14To0Concentration,i16To0Concentration,cis16To1n9Concentration,c16To1Cis11Concentration,c16To0Concentration,lipid10Methyl16To0Concentration,i17To0Concentration,c17To1Concentration,cyclo17To0Concentration,c17To0Concentration,c17To0AnteisoConcentration,lipid2OH16To0Concentration,lipid10Methyl17To0Concentration,c18To3n6Concentration,cis18To2n912Concentration,cis18To1n9Concentration,trans18To1n9Concentration,trans18To2n912Concentration,c18To3n3Concentration,c18To1n11Concentration,c18To0Concentration,lipid10Methyl18To0Concentration,cyclo19To0Concentration,c19To0Concentration,c19To1Cis10Concentration,c20To4n6Concentration,c20To5n3Concentration,c20To3n6Concentration,c20To2Concentration,c20To1Concentration,c20To3n3Concentration,c20To0Concentration,c21To0Concentration,c22To2Concentration,c22To1n9Concentration,c22To0Concentration,c22To6CisConcentration,c23To0Concentration,c24To1Concentration,c24To0Concentration,totalLipidConcentration,extractionEfficiency,extractEffStdConc,processedBy,reviewedBy,remarks,analysisResultsQF,dataQF,publicationDate,release
95a937dc-121f-4f10-b860-a538cefcde96,HARV_033.basePlot.bgc,D01,HARV,42.538302,-72.175607,WGS84,20.22,358.8,0.2,HARV_033,2018-04-18T16:40Z,2019-03-29,EcoCore_CSU,HARV_033-M-31.5-30-20180418,A00000001240,HARV_033-M-31.5-30-20180418-BM,B4-15,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.56,0.35,0,0,0,0,0,0,0,0,0,4.12,0,5.35,3.16,1.69,0,0,3.16,3.75,5.14,2.87,9.21,1.93,0,1.86,2.93,0,0,0,5.89,0,1.94,7.55,2.43,0,1.75,8.1,4.2,1.95,14.12,,0,1.81,1.43,0,0,0,0,2.69,,0,2.02,4.21,0,1.9,2.2,4.28,113.67,14.09,13.38,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
4a5ca322-d10d-413e-91d3-d68b0ba77602,HARV_004.basePlot.bgc,D01,HARV,42.427091,-72.229737,WGS84,20.19,199.7,0.2,HARV_004,2018-04-18T16:53Z,2019-03-29,EcoCore_CSU,HARV_004-O-36-30.5-20180418,A00000001249,HARV_004-O-36-30.5-20180418-BM,B4-30,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.52,0.2,0,0,0,0,7.86,0,0,0,6.78,7.72,0,11.36,3.04,3.78,0,0,5.28,8.33,13.42,7.55,25.02,3.36,0,3.28,6.25,3.11,5.37,0,10.45,3.83,5.93,25.98,6.09,0,3.21,27.86,8.33,3.41,32.59,,0,3.37,2.77,0,0,0,0,4.99,,0,0,8.19,0,3.64,3.91,8.49,284.54,9.61,9.13,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
e839987c-7192-43ec-983b-1ec1f9462919,HARV_004.basePlot.bgc,D01,HARV,42.427091,-72.229737,WGS84,20.19,199.7,0.2,HARV_004,2018-04-18T17:07Z,2019-03-29,EcoCore_CSU,HARV_004-M-36-30.5-20180418,A00000001230,HARV_004-M-36-30.5-20180418-BM,B4-1,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.61,0.36,0,0,0,0,0,0,2.47,0,0,3.87,0,3.4,2.77,1.62,0,0,2.89,2.45,3.78,2.66,8.45,1.61,1.5,1.69,2.48,1.8,0,0,3.8,0,1.23,6.89,2.77,0,1.61,9.72,3.89,1.77,0,,8.72,1.68,0,0,0,0,0,2.61,,0,0,4.06,0,1.82,2.12,3.94,100.06,9.98,9.49,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
e594a13a-ac9d-446a-ae37-570078a5ad51,HARV_004.basePlot.bgc,D01,HARV,42.427091,-72.229737,WGS84,20.19,199.7,0.2,HARV_004,2018-04-18T17:22Z,2019-03-29,EcoCore_CSU,HARV_004-O-21-0-20180418,A00000001250,HARV_004-O-21-0-20180418-BM,B4-29,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.58,0.24,0,0,0,0,6.36,2.81,0,0,5.97,6.28,0,9.31,2.56,2.73,0,0,4.16,5.03,11.72,6.52,17.33,2.73,0,2.76,5.02,0,3.71,0,7.28,3.2,2.39,17.82,4.06,2.67,2.65,23.84,6.6,0,21.25,,0,2.97,2.46,0,0,0,0,3.95,,0,0,6.33,0,2.8,3.18,6.36,214.81,7.33,6.96,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
52c81bdf-0fcc-4728-985d-f6448059eb3a,HARV_004.basePlot.bgc,D01,HARV,42.427091,-72.229737,WGS84,20.19,199.7,0.2,HARV_004,2018-04-18T17:32Z,2019-03-29,EcoCore_CSU,HARV_004-M-21-0-20180418,A00000001229,HARV_004-M-21-0-20180418-BM,B4-6,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.62,0.39,0,0,0,0,0,1.59,2.25,0,0,3.48,0,3.38,2.8,1.55,0,0,3.51,2.4,2.7,2.47,7.92,1.7,2.37,1.55,2.39,1.75,0,0,3.96,0,2.45,5.14,2.55,0,1.54,10.4,3.67,1.71,0,,6.23,1.58,1.35,0,0,1.35,1.33,2.41,,0,1.82,3.8,0,1.69,2.1,3.66,102.57,14.76,14.02,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
be166da8-4151-4d89-bb36-13f3690b9759,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T18:02Z,2019-02-22,EcoCore_CSU,HARV_034-O-7-1-20180418,A00000001277,HARV_034-O-7-1-20180418-BM,B1-31,20190222 Set 1 rerun,EcoCore_PLFA_SOP_v2,0.62,0.15,0,0,0,0,17.61,0,0,0,0,13.21,0,19.68,9.74,7.4,0,0,6.56,14.14,17.07,8.34,37.39,6.71,0,0,8.33,5.71,0,0,22.68,0,26.9,27.53,6.11,0,7.03,13.66,12.85,5.52,6.59,,24.52,5.73,5.05,0,0,0,0,8.87,,0,0,14.1,0,5.39,0,11.39,375.8,12.41,11.79,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,c19:0 and c21:0 are spiked internal standards,0,,20201218T115442Z,RELEASE-2021
9316b442-7717-43cf-bfc2-d6f59fa79568,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T18:12Z,2019-10-31,EcoCore_CSU,HARV_034-M-7-1-20180418,A00000001276,HARV_034-M-7-1-20180418-BM,B12-53,20191031 Set 12-2,EcoCore_PLFA_SOP_v2,61.94,1.24,0,0,0,0,0,0,3.02,0,0,0,0,2.96,0.97,0.17,0,0,0,2.09,1.96,1.98,4.43,0.11,0.38,0,0.66,0.47,0.27,0,0.01,0,2.24,3.33,0.13,0,0,8.04,1.26,0.33,0,,8.77,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,0,43.83,7.08,6.73,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
cc3cfeca-904b-4f08-8b56-159fa105c54e,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T18:26Z,2019-03-29,EcoCore_CSU,HARV_001-O-37.5-12.5-20180418,A00000001226,HARV_001-O-37.5-12.5-20180418-BM,B4-21,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.57,0.26,0,0,0,0,6.33,0,5.45,0,0,6.39,0,12.1,6.35,3.45,0,0,4.76,7.45,14.74,7.93,26.42,3.05,0,2.61,6.38,3.25,0,0,10.64,2.67,9.02,25.71,4.73,2.68,2.8,21.45,6.99,2.53,23.41,,0,2.71,2.39,0,0,2.22,2.05,3.68,,0,0,5.99,2.5,2.7,3.15,6.62,263.28,8.32,7.9,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
6bf7afa3-bd23-45c2-a637-15ba0a5070dd,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T18:36Z,2019-02-22,EcoCore_CSU,HARV_001-M-37.5-12.5-20180418,A00000001223,HARV_001-M-37.5-12.5-20180418-BM,B1-39,20190222 Set 1 rerun,EcoCore_PLFA_SOP_v2,1.54,1.08,0,0,0,0,2.34,0,0,0,0,1.63,0,1.59,1.4,0.74,0,0,0.97,1.14,1.62,1.23,3.29,0.78,0,0.73,1.06,0.75,0,0,1.74,0,1.18,1.51,1.23,0,0.71,2.31,1.55,0.87,0,,2.29,0.7,0.59,0,0,0,0.63,1.16,,0,0,1.73,0,0.67,0.8,1.57,40.5,7.76,7.37,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
c50c8f54-284b-4af2-b7aa-bf1186a7034a,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T18:37Z,2020-10-16,"Microbial ID, Inc",HARV_034-O-10-36-20180418,A00000001273,HARV_034-O-10-36-20180418-BM,MI200916-2181,78,Midi_PLFA_SOP_v1,9.97,2.17,,0,0,1.43,1.37,0,,,0,3.89,0.73,15.63,5.32,1.59,0,,,6.89,14.18,4.77,22.29,13.18,1.54,0,4.12,1.81,1.69,0,1.04,0,13.87,23.23,,,,11.5,,0.85,27.96,,,2.57,1.42,0.93,0.3,0.5,,2.89,0,0,0,6.11,0.25,1.24,0,2.73,197.8,49.68,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,"",0,,20201218T115442Z,RELEASE-2021
b40b61dd-9435-4d40-9746-5cefc35b8d6a,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T18:43Z,2019-02-22,EcoCore_CSU,HARV_034-M-10-36-20180418,A00000001274,HARV_034-M-10-36-20180418-BM,B1-32,20190222 Set 1 rerun,EcoCore_PLFA_SOP_v2,1.71,1.05,0,0,0,0,2.25,0,1.29,0,0,1.74,0,1.59,1.22,0.84,0,0,0.92,1.25,1.75,1.3,3.34,0.78,0,0,0.95,0,0,0,1.67,0,1.32,1.91,1.09,0,0.73,4.03,1.59,0.77,0,,3.1,0.72,0,0,0,0,0,1.23,,0,0,1.88,0,0,0,1.68,40.95,4.62,4.39,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
d018ff8c-4417-407b-bfcf-957991910614,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T18:50Z,2019-03-29,EcoCore_CSU,HARV_001-O-28-35-20180418,A00000001222,HARV_001-O-28-35-20180418-BM,B4-22,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.3,0.17,0,0,0,0,0,0,0,0,8.4,8.97,0,15.6,3.67,4.03,0,0,6.93,10.63,13.98,6.95,22.77,4.9,0,3.97,5.66,3.99,0,0,18.15,0,4.29,22.14,5.23,4.13,3.97,13.11,8.96,4.04,28.2,,0,4.16,3.42,0,0,3.53,0,5.71,,0,0,9.3,0,3.97,4.63,9.42,276.84,12.14,11.54,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
fe5b5567-f28e-456c-8e1f-6512874749e7,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T19:03Z,2019-12-10,EcoCore_CSU,HARV_001-M-28-35-20180418,A00000001224,HARV_001-M-28-35-20180418-BM,B12-44,20191210 Set 12-1,EcoCore_PLFA_SOP_v2,1.54,0.98,0,0,0,0,0,0,3.25,0,0,0,0,2.02,0.59,0,0,0,0,1.06,1.5,0.92,2.89,0,0.26,0,0.54,0,0.24,0,0,0,2.41,2.49,0.57,0,0,3.82,1.41,0.45,0.13,,5.11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,29.64,10.65,10.12,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
b34a45f2-1635-4f52-ba92-d9d14edb85a1,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T19:03Z,2020-01-21,EcoCore_CSU,HARV_001-M-28-35-20180418,A00000001224,HARV_001-M-28-35-20180418-BM,16-94,20200121 Set 16-2,EcoCore_PLFA_SOP_v2,1.28,0.97,0,0,0,0,0,0,0,0,0,0,0,6.4,3.58,0,0,0,0,1.64,4.6,2.89,6.29,0,1.8,0,1.37,0.4,0,0,9.71,0,3.25,3.66,1.48,0.04,0.01,9.37,2.29,2.58,0.57,,9.89,0,0,0,0,0.21,0,0,,0,0,0,0,0,0,0,72.03,19.92,18.93,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
bdaef47b-878f-4820-a498-6e522fe89bb8,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T19:04Z,2019-03-29,EcoCore_CSU,HARV_034-O-26-8-20180418,A00000001278,HARV_034-O-26-8-20180418-BM,B4-32,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.34,0.14,0,0,0,0,10.71,4.85,6.58,7.06,8.78,10.53,0,16.33,4.21,4.66,0,0,5.24,11.77,14.74,7.21,25.53,5.38,0,4.47,6.54,4.76,6.14,0,17.43,4.79,7.39,25.72,5.2,4.38,4.43,14.4,10.47,4.89,21.18,,0,4.55,3.82,0,0,0,0,6.93,,0,0,11.66,0,4.67,5.39,10.47,333.23,11.78,11.19,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
8b701c2c-59b1-4995-8dc9-44860593abd5,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T19:15Z,2019-03-29,EcoCore_CSU,HARV_001-O-9-34.5-20180418,A00000001225,HARV_001-O-9-34.5-20180418-BM,B4-31,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.37,0.13,0,0,0,0,11.81,0,0,0,9.95,12.19,0,17.65,4.59,5.38,0,0,6.75,8.78,23.61,8.29,38.02,4.81,0,4.99,10.57,5.48,0,0,12.3,4.91,13.38,28.12,6.37,5.01,7.92,26.48,11.88,3.83,0.46,,19.06,5.15,4.69,0,0,0,4.02,7.29,,0,5.39,11.96,5.17,5.19,5.83,11.64,378.92,6.97,6.62,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
b947d455-3eb6-4b90-b859-1afaa7bd9161,HARV_034.basePlot.bgc,D01,HARV,42.535686,-72.177968,WGS84,20.28,372.1,0.4,HARV_034,2018-04-18T19:15Z,2019-12-10,EcoCore_CSU,HARV_034-M-26-8-20180418,A00000001275,HARV_034-M-26-8-20180418-BM,B12-45,20191210 Set 12-1,EcoCore_PLFA_SOP_v2,1.53,1.1,0,0,0,0,0,0,0.37,0,0,0,0,1.19,0.28,0,0,0,0,0.31,0.86,0.52,2.28,0,0.21,0,0.43,0.07,0,0,1.23,0,2.23,1.04,0.5,0,0,6.86,1.2,0.03,0.11,,3.51,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.08,23.35,9.39,8.92,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
9cfd9c3f-55f3-4b7d-b50f-f65fe0d199f9,HARV_001.basePlot.bgc,D01,HARV,42.424246,-72.258285,WGS84,20.14,190,0.2,HARV_001,2018-04-18T19:25Z,2019-10-31,EcoCore_CSU,HARV_001-M-9-34.5-20180418,A00000001221,HARV_001-M-9-34.5-20180418-BM,B12-51,20191031 Set 12-2,EcoCore_PLFA_SOP_v2,1.76,1.17,0,0,0,0,0,0,3.24,0,0,0,0,2.95,2.42,0.18,0,0,0,1.46,1.92,1.84,4.58,0.34,0.83,0,1.04,0,1.25,0,0.05,0,2.07,3.17,1.73,0,0,8.46,1.28,0.49,0.83,,6.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.12,46.96,15.98,15.19,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
068df93f-490d-4e96-8699-74774b2218b4,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T12:13Z,2019-03-29,EcoCore_CSU,HARV_035-O-0.5-36.5-20180419,A00000001272,HARV_035-O-0.5-36.5-20180419-BM,B4-39,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.59,0.23,0,0,0,0,6.86,0,0,0,5.37,6.66,0,9.57,2.87,2.81,0,0,3.13,6.02,9.45,4.84,14.6,3.04,0,2.8,4.41,2.88,3.55,0,9.58,2.88,2.66,14.26,3.54,2.73,2.97,7.83,6.45,2.77,0.31,,15.11,2.81,2.24,0,0,0,2.34,4.26,,0,0,6.95,0,2.9,3.45,7.05,191.95,8.92,8.48,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
72ab3f9c-dcff-4eae-9170-887a039395cf,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T12:17Z,2019-10-31,EcoCore_CSU,HARV_035-M-0.5-36.5-20180419,A00000001255,HARV_035-M-0.5-36.5-20180419-BM,B12-54,20191031 Set 12-2,EcoCore_PLFA_SOP_v2,31.54,1.07,0,0,0,0,0,0,3.98,0,0,0,0,3.89,1.97,0,0,0,0,0.77,2.98,2.47,4.75,0,0.35,0,2.01,0.2,0.79,0,0,0,2.91,3.61,1.29,0,0,8.45,1.02,0,0.99,,8.87,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.14,51.45,21.36,20.29,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
d5f03001-1825-4a51-a3c1-f2193a41fd2e,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T12:17Z,2019-12-10,EcoCore_CSU,HARV_035-M-0.5-36.5-20180419,A00000001255,HARV_035-M-0.5-36.5-20180419-BM,B12-30,20191210 Set 12-1,EcoCore_PLFA_SOP_v2,1.14,0.79,0,0,0,0,0,0,4.13,0,0,0,0,3.68,1.42,0,0,0,0,0.76,2.75,1.84,4.79,0,0.36,0,1.65,0.16,0.65,0,0,0,3.75,3.22,1.03,0,0.05,7.07,3.24,0,0.22,,7.76,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.11,48.63,16.13,15.32,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
85b66db1-3e62-4937-8a39-49fc982ffb6d,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T12:43Z,2020-10-16,"Microbial ID, Inc",HARV_035-M-4.5-5-20180419,A00000001271,HARV_035-M-4.5-5-20180419-BM,MI200916-2185,78,Midi_PLFA_SOP_v1,5.96,4.06,,0,0,0.34,0,0,,,0,1.24,0.47,8.54,4.55,0.72,0,,,3.49,7.74,6.14,12.96,8.73,1.95,0,3.54,0.81,2.5,0,0.62,0,3.66,10.55,,,,16.81,,4.28,21.8,,,0.53,0,0.4,0.37,0,,1.47,0,0,0,3.5,0,0.79,0,5.16,133.66,85.26,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,"",0,,20201218T115442Z,RELEASE-2021
9743ffec-c341-45da-be04-f4da66b40bda,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T12:44Z,2019-03-29,EcoCore_CSU,HARV_035-O-4.5-5-20180419,A00000001257,HARV_035-O-4.5-5-20180419-BM,B4-43,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.46,0.21,0,0,0,0,7.49,0,0,0,4.94,6.9,0,7.78,2.77,3,0,0,5.44,6.25,7.43,4.46,14.09,3.18,0,3.02,3.8,0,4.1,0,7.99,3.17,3.49,12.47,3.63,0,2.88,11.13,6.79,2.65,12.38,,0,2.96,0,0,0,0,0,4.78,,0,0,7.8,0,3.12,3.7,8.43,182.02,6.31,5.99,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
090ed300-19b9-411a-bb0c-0bb1028de320,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T13:16Z,2019-10-31,EcoCore_CSU,HARV_035-O-25.5-9-20180419,A00000001256,HARV_035-O-25.5-9-20180419-BM,B12-52,20191031 Set 12-2,EcoCore_PLFA_SOP_v2,0.46,0.17,0,0,0,0,0,0,0,0,0,0,0,13.22,2.95,0,0,0,0,8.19,7.98,2.33,19.63,0.22,0,0,1.53,0,0.69,0,19.37,0,16.97,26.39,0.52,0,0.5,5.92,3.4,0.5,6.14,,23.44,0,0.05,0,0,0,0,0,,0,0,1.47,0,0,0,0,161.41,14.47,13.75,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
c2db506c-894f-419b-b818-9ad731387f07,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T13:16Z,2019-03-29,EcoCore_CSU,HARV_035-O-25.5-9-20180419,A00000001256,HARV_035-O-25.5-9-20180419-BM,B4-41,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.29,0.12,0,0,0,0,0,0,0,0,9.84,12.2,0,17.47,4.95,5.31,0,0,8.64,13,16.72,7.65,30.04,6.45,0,5.12,7.56,5.56,6.4,0,18.41,5.47,16.78,34.31,6.33,0,6.01,11.85,12.33,5.53,0.72,,17.95,5.64,5.58,0,0,4.8,0,8.41,,0,0,13.83,0,5.56,6.3,13.62,356.35,12.52,11.9,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
7270c306-275e-4c91-b6b4-c2605b42dd72,HARV_035.basePlot.bgc,D01,HARV,42.539966,-72.178072,WGS84,20.22,365.8,0.3,HARV_035,2018-04-19T13:28Z,2019-03-29,EcoCore_CSU,HARV_035-M-25.5-9-20180419,A00000001254,HARV_035-M-25.5-9-20180419-BM,B4-14,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,1.89,1.4,0,0,0,0,1.12,0,1.09,0,0,1.06,0,1.61,0.96,0.49,0,0,0.78,0.96,1.69,1.25,3.09,0.5,0,0.46,1.03,0,0,0,1.45,0.47,1.12,3.14,0.79,0,0.5,3.07,1.14,0.46,0.07,,3.93,0.44,0.36,0,0,0.4,0,0.72,,0,0,1.11,0,0.47,0.57,1.22,37.54,6.29,5.98,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
f2c14c0d-b750-41c7-aa25-d2dcde6d29f0,HARV_037.basePlot.bgc,D01,HARV,42.537308,-72.179312,WGS84,20.14,361.9,0.2,HARV_037,2018-04-19T13:59Z,2019-03-29,EcoCore_CSU,HARV_037-O-30-22-20180419,A00000001270,HARV_037-O-30-22-20180419-BM,B4-44,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.94,0.19,0,0,0,0,0,0,5.59,0,7.12,7.98,0,12.51,3.26,3.88,0,0,5.34,9.86,12.46,7.26,24.98,3.98,0,3.62,5.55,3.76,4.62,0,12.7,3.46,11.21,20.32,4.96,3.23,3.76,18.1,8.39,4.07,26.44,,0,3.49,2.97,0,0,0,0,5.25,,0,0,8.56,0,3.66,4.08,9.09,275.52,7.62,7.24,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
85466f85-57e4-4e46-b1b9-ac4fc0a46e37,HARV_037.basePlot.bgc,D01,HARV,42.537308,-72.179312,WGS84,20.14,361.9,0.2,HARV_037,2018-04-19T14:00Z,2019-03-29,EcoCore_CSU,HARV_037-M-30-22-20180419,A00000001251,HARV_037-M-30-22-20180419-BM,B4-16,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.55,0.19,0,0,0,0,0,0,8.04,0,0,7.79,0,9.51,6.42,3.57,0,0,5.83,6.92,11.11,6.38,20.3,3.54,0,3.57,5.49,0,0,0,10.48,0,3.72,17.88,5.58,0,3.44,20.18,8.17,4.85,28.98,,0,3.21,0,0,0,0,0,5.09,,0,0,7.94,0,3.62,4.15,8.86,234.63,9.31,8.84,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",2,,20201218T115442Z,RELEASE-2021
aa44016d-5d4a-48b5-8d9f-92fec52a5cd3,HARV_037.basePlot.bgc,D01,HARV,42.537308,-72.179312,WGS84,20.14,361.9,0.2,HARV_037,2018-04-19T14:38Z,2019-03-29,EcoCore_CSU,HARV_037-O-35-17.5-20180419,A00000001252,HARV_037-O-35-17.5-20180419-BM,B4-42,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.43,0.11,0,0,0,0,14.38,6.28,0,0,11.39,13.6,0,19.15,5.57,5.82,0,0,6.78,16.32,16.8,9.52,30.68,7.67,0,5.92,7.57,5.66,7.13,0,21.07,6.26,5.24,25.81,6.37,0,5.4,16.52,13.58,6.9,21.78,,0,6.15,5.13,0,0,0,0,9.16,,0,0,14.95,0,6.28,7.05,15.58,383.45,10.73,10.19,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
1c29f0a5-2636-4e7b-9bac-19cfd2f9e891,HARV_037.basePlot.bgc,D01,HARV,42.537308,-72.179312,WGS84,20.14,361.9,0.2,HARV_037,2018-04-19T15:55Z,2019-10-31,EcoCore_CSU,HARV_037-M-35-17.5-20180419,A00000001269,HARV_037-M-35-17.5-20180419-BM,B12-50,20191031 Set 12-2,EcoCore_PLFA_SOP_v2,1.66,0.6,0,0,0,0,0,0,4.96,0,0,0,0,4.66,1.78,0,0,0,0.25,2.69,3.87,3.18,8.41,0.03,0.78,0,0.93,0,0.76,0,0.08,0,3.5,13.77,0.39,0,0,17.87,2,0,0,,23.21,0,0,0,0,0,0,0,,0,0,0.16,0,0,0,0,93.28,11.02,10.47,i5Sqb/E/lt+PX2YA7Vy14Q==,n1ZvJKzEEAM=,"",0,,20201218T115442Z,RELEASE-2021
